Stimulus,Emg1,Emg2,Emg3,Emg4,Emg5,Emg6,Emg7,Emg8
0,0,0,6,-3,-1,-1,1,-1
0,1,1,8,15,5,1,1,0
0,1,-3,-5,1,2,0,-1,0
0,-3,1,-10,-6,-7,-3,-3,-4
0,2,22,17,6,1,0,-2,2
0,2,5,3,3,1,-2,2,0
0,-4,-20,-48,-17,2,4,3,-1
0,0,12,4,-1,-1,-1,-2,0
0,-7,-26,-2,3,-3,-4,-3,-4
0,0,-18,-18,-9,-5,-2,-1,-1
0,1,28,26,11,-2,-1,-2,0
0,-5,-16,3,17,13,9,5,0
0,-4,-30,-40,-21,-6,-6,-3,-3
0,-2,5,-20,-9,-2,1,0,-2
0,-3,1,6,1,-6,-5,-4,-3
0,2,-36,-21,-7,0,1,3,1
0,1,7,-18,-7,-5,-2,-2,1
0,0,-11,-12,0,4,1,0,-1
0,2,22,9,5,-4,-4,-3,2
0,0,10,4,3,0,-3,-3,-1
0,-3,10,15,8,5,4,0,-2
0,3,2,-16,-3,-1,-1,-1,1
0,3,12,10,5,3,1,2,0
0,1,11,1,10,3,-1,-2,-1
0,-1,-1,-15,0,-4,-3,-4,-3
0,-3,-8,-15,-2,2,0,-2,-1
0,1,0,18,-2,-6,0,3,0
0,-4,-8,13,2,0,1,-2,-3
0,2,26,2,1,-1,-1,0,-2
0,-1,-7,8,-2,-3,-4,-2,-3
0,2,11,-17,-11,-3,2,1,2
0,-3,-9,3,6,2,-1,2,0
0,-6,-14,-28,-29,-10,-5,-3,-5
0,-5,26,21,-8,-5,-2,-2,-3
0,2,-2,22,10,8,6,4,-1
0,1,5,19,-3,-2,-1,-1,0
0,-3,4,-14,-4,-2,-3,-3,-2
0,1,4,-2,-3,-7,-7,-2,1
0,-4,-28,-13,0,4,6,-2,-2
0,1,13,18,7,2,0,-2,0
0,1,2,12,10,0,-10,-5,3
0,1,8,-4,-1,0,9,9,7
0,-7,4,1,-1,-5,-6,-3,-15
0,-4,-2,-10,-4,-7,-25,-7,-13
0,6,-19,-1,-1,0,10,-10,6
0,9,-3,-1,3,7,17,5,6
0,-3,-10,1,8,4,-22,5,14
0,7,12,-5,-2,1,29,5,-17
0,-7,2,12,1,-10,-26,-34,-23
0,-13,-11,-3,4,4,15,7,-9
0,18,19,4,4,5,8,6,15
0,1,36,-2,-3,-3,-12,-2,12
0,0,-27,3,2,1,-3,11,8
0,-5,12,-3,-1,-3,-7,-1,8
0,-12,-32,-2,1,-3,-1,-11,-11
0,-4,-7,-10,-11,-6,-4,0,4
0,1,1,3,9,5,15,8,-2
0,-2,-6,3,8,3,-7,-6,-7
0,-3,14,-5,-5,-4,-2,0,0
0,-1,-10,-8,-8,-7,-3,-6,-2
0,-2,0,6,1,-3,4,6,2
0,0,-12,-3,-4,3,-4,1,0
0,5,7,-10,-1,-3,4,28,4
0,1,18,16,13,8,3,-20,-5
0,-3,-12,-15,-7,-8,-4,5,0
0,4,41,-6,-4,0,-7,-26,-7
0,0,27,-18,0,6,5,-10,-16
0,-4,2,22,-5,-2,0,7,-2
0,-2,-8,6,-5,-1,-2,3,-3
0,-2,1,10,-6,-14,-10,9,5
0,3,14,11,9,1,4,-1,3
0,-1,-16,-11,-1,6,0,2,3
0,4,17,0,7,8,6,1,4
0,0,-16,-3,-2,-5,-1,1,1
0,-2,-4,-2,-10,-8,-5,-11,-2
0,-4,-16,4,0,-5,-4,-4,-2
0,1,2,-10,-5,-4,2,9,6
0,-5,-13,-20,-12,-2,-4,-4,-7
0,-6,-9,19,-1,0,0,-7,-5
0,0,-9,-10,2,3,1,9,4
0,-3,6,3,3,3,6,6,-1
0,3,1,18,12,8,0,-3,-1
0,4,31,-7,-6,-5,-5,-8,1
0,3,4,3,-11,-7,-1,0,2
0,-6,-23,-19,-10,1,-1,-2,-3
0,-1,-7,4,7,-3,-1,0,-3
0,-1,-1,9,1,0,2,3,2
0,-2,5,-16,1,-1,-1,0,-4
0,-3,5,5,0,1,-3,-4,-2
0,1,1,4,4,1,0,1,2
0,0,-7,10,5,-1,-1,-2,0
0,0,-9,-21,-6,0,2,1,0
0,3,5,7,2,2,-2,-1,0
0,0,-9,-10,-5,3,2,6,0
0,-2,-15,2,1,-4,-4,-5,-3
0,-1,-13,2,0,-3,-3,-2,2
0,-1,-2,1,-3,-3,0,0,0
0,2,7,1,6,9,5,-1,1
0,-10,-56,-13,-1,0,-3,-5,-4
0,-4,10,6,-3,-3,-1,-1,2
0,-1,-1,9,6,1,-4,-4,-3
0,0,-3,14,-1,-5,-2,0,1
0,0,1,-14,-3,-3,0,1,5
0,-2,-1,-7,-19,-10,-3,-3,0
0,1,7,14,2,6,2,-1,-1
0,-3,-7,-17,-5,-3,-2,-2,0
0,0,10,20,10,8,5,4,-1
0,-2,5,5,2,0,-2,0,-1
0,4,16,-24,-6,-8,0,-1,1
0,-2,-11,-7,-3,1,-2,-2,-1
0,2,9,-5,-6,-1,1,1,0
0,0,-6,-1,6,7,4,2,-1
0,0,11,11,2,0,-1,0,0
0,-3,-40,-10,-3,-9,-5,-5,-3
0,-4,-9,-1,-4,-3,-3,-2,-4
0,2,2,-4,1,-2,-1,1,0
0,2,4,-3,4,8,5,3,1
0,-4,3,15,1,-6,-5,-6,-4
0,-1,-12,-24,-11,-8,0,0,0
0,1,4,1,7,5,-1,1,1
0,-9,-13,-22,-15,-10,-3,-3,-6
0,1,11,-1,-1,-1,0,0,3
0,-1,0,-3,-2,7,0,-1,-1
0,0,4,18,8,1,1,-1,0
0,-2,-14,-8,-12,-5,-1,-2,-1
0,-2,-3,11,3,-4,-3,-1,-1
0,-2,-4,-11,-6,-1,0,-1,0
0,4,-1,-11,1,-3,-4,-3,-2
0,-2,6,20,5,3,2,1,-2
0,-1,1,5,-2,3,2,1,-1
0,1,1,1,3,-1,-6,-2,0
0,-2,-22,-10,0,-1,2,0,-4
0,0,4,8,3,-1,0,1,0
0,-1,12,-5,-4,-1,-2,0,2
0,1,12,5,1,2,0,0,1
0,-2,16,4,-3,-3,-3,-3,-1
0,1,-2,-6,0,-5,-6,0,1
0,2,7,2,1,-1,0,2,-1
0,2,8,11,7,8,6,4,1
0,-2,0,-3,4,6,7,4,1
0,-1,-1,2,-1,-4,-3,1,-2
0,-2,7,-11,-6,-6,-5,-4,-4
0,-1,-2,5,0,-5,-4,-3,-2
0,-2,-4,4,1,2,2,0,-2
0,-1,-9,0,0,-3,-3,-1,1
0,1,-18,-28,2,-2,-1,-1,-2
0,-4,6,6,-9,3,3,1,0
0,-1,-12,1,-3,2,1,-1,0
0,4,28,-2,1,1,-2,-2,-1
0,-1,-7,0,-5,-8,-6,-3,0
0,-1,-2,7,6,-3,-3,-4,-3
0,-3,-3,-15,-3,-4,-4,-1,-1
0,2,5,8,1,4,4,3,-1
0,0,-3,3,6,7,5,3,0
0,2,9,-11,-3,-4,-2,1,2
0,-6,-17,3,-5,-4,-3,-1,0
0,-3,-10,0,2,-4,-5,-3,0
0,1,9,1,-1,0,-1,-1,-4
0,0,16,-4,-6,-6,-2,-3,-1
0,3,24,10,1,0,4,4,1
0,-5,-25,-17,2,4,-2,-1,-1
0,-3,-1,9,0,3,3,3,-3
0,-1,-5,-8,-2,0,-4,-2,-1
0,1,0,2,-1,-4,-4,-2,-1
0,1,0,-19,-8,1,0,-2,0
0,-1,5,-9,-4,-3,-2,-3,0
0,0,-14,4,0,0,2,1,0
0,0,3,-4,-10,-13,-5,-4,-3
0,-1,-13,-7,-1,0,-1,-4,-1
0,1,5,3,3,4,6,4,0
0,-1,-1,4,8,5,0,-3,-2
0,0,3,0,-2,-6,-4,-1,-1
0,2,3,15,-1,-5,-2,-4,-2
0,-1,-2,-5,-4,-3,1,-1,-2
0,0,-1,4,9,9,4,2,2
0,-3,-3,-1,2,3,0,-2,-3
0,2,9,-1,-1,-11,-7,-2,4
0,-4,-11,-4,-4,2,2,2,0
0,0,0,1,-2,-5,0,0,1
0,-1,-4,-9,1,1,0,-4,-2
0,-1,16,3,-2,2,3,3,-2
0,2,-7,0,-2,-4,-6,-5,0
0,-3,-4,1,-3,-2,-1,-2,-1
0,1,1,2,2,-2,-2,-1,-1
0,2,14,16,9,6,5,3,-1
0,-1,-29,-14,-6,-1,2,2,1
0,0,-2,2,5,-2,-2,1,-2
0,1,2,29,-1,3,4,5,1
0,0,-1,17,6,3,0,1,-2
0,-2,5,-24,6,2,-1,-1,-3
0,-1,0,-7,-19,-8,-5,-3,-2
0,1,-15,-8,-5,-7,-2,-3,-1
0,-3,-8,2,-3,-1,3,1,-1
0,-2,5,17,2,1,-3,-1,-1
0,0,-1,-1,4,4,0,1,-1
0,0,7,-13,-2,-2,-1,-3,-3
0,-2,-1,-6,-7,-9,-6,-4,0
0,2,7,-12,-1,1,-1,-1,1
0,-1,0,-1,2,1,-1,0,-1
0,-1,7,-8,-4,5,-1,0,0
0,0,-12,-11,-2,-2,-1,1,0
0,-1,1,6,-1,-4,-3,-3,-3
0,-1,5,11,-3,-11,-2,-1,-1
0,-2,-4,-11,-3,-3,-1,2,2
0,-2,-10,-6,9,9,3,0,0
0,3,15,23,9,8,5,2,2
0,-3,-3,-6,1,-4,-4,-5,-2
0,-2,-14,-8,-4,0,2,1,-1
0,2,5,-1,-3,-8,-4,-1,0
0,1,3,6,-4,-4,-1,0,2
0,-1,-2,6,9,8,0,0,-3
0,-3,-3,-13,-7,-7,-3,-1,0
0,-3,0,2,-5,-3,2,-1,-1
0,-1,-2,1,8,7,1,1,-1
0,-1,0,-2,-7,1,2,1,0
0,-3,-4,-3,0,-3,-5,-4,-3
0,1,-2,0,-3,-2,-2,-2,-3
0,0,-9,-3,-7,-11,-3,-3,1
0,-2,11,-12,-10,-4,1,-1,-2
0,1,1,13,7,7,-1,3,5
0,-2,-7,-9,4,3,2,1,-3
0,-3,-5,-5,-5,-2,-3,-2,-2
0,3,2,10,9,3,4,1,-1
0,-1,-6,-6,-3,-1,-2,-2,-1
0,-1,-5,-7,-9,-5,-5,-5,-1
0,-2,6,0,-3,-5,-3,-3,-3
0,-1,-9,-5,-5,-7,-3,-1,-1
0,1,-6,-17,7,10,5,2,0
0,-1,-2,6,6,1,1,2,0
0,-1,0,-7,-6,2,0,-3,-3
0,-1,-7,-3,4,-3,-3,-2,1
0,-1,6,-10,-18,-6,1,-1,-2
0,-2,6,5,0,-1,-2,-1,0
0,-1,-7,-4,5,6,1,-1,-2
0,-3,-3,-3,-5,-7,-3,-2,-1
0,0,-2,7,2,2,-1,-1,-1
0,-2,-5,5,2,1,1,1,-1
0,0,7,-2,-4,-4,-2,-1,-1
0,0,0,0,1,1,1,0,0
0,-7,-24,-6,-2,-4,-2,-2,-4
0,0,5,4,-3,-2,-1,-1,1
0,-3,-11,-18,-4,3,-2,-2,-1
0,2,1,-8,1,0,3,1,-1
0,2,35,37,14,4,2,4,1
0,0,-3,-18,-2,4,2,0,-2
0,0,-4,2,-3,-4,-3,0,-1
0,1,7,12,6,0,0,0,-2
0,0,-9,-16,-6,0,-1,-2,-1
0,-5,-5,11,5,0,-3,-2,-3
0,2,10,15,-6,-6,-4,-3,0
0,-2,-1,-12,-3,-2,-2,0,1
0,1,-3,-1,-1,3,3,1,-1
0,-1,-6,-2,2,2,0,-1,-1
0,-2,-7,-2,-2,-7,-2,-1,-2
0,0,-2,-6,-5,5,-1,0,1
0,1,-9,-1,6,4,2,-1,2
0,-1,2,-4,-2,1,-2,-2,-2
0,-1,13,9,-3,-8,-1,0,-1
0,-2,-16,-5,-1,-1,-3,-2,0
0,3,4,13,3,-5,-2,-2,0
0,0,-7,-8,0,8,1,1,0
0,-1,32,-5,-10,-8,-3,-2,0
0,-2,-15,-2,-1,2,0,1,0
0,1,11,-3,-4,-5,-1,0,-1
0,-1,-2,11,-2,-5,0,0,-1
0,0,-1,-12,5,2,0,-1,1
0,0,-8,4,-7,-5,-1,-2,-1
0,-2,1,1,1,1,-3,-1,-2
0,2,0,4,0,-2,1,0,1
0,-1,-10,-7,8,8,5,3,0
0,-1,0,0,1,2,-3,-2,-1
0,-1,-6,1,-13,-13,-4,0,-1
0,-3,-9,-7,2,3,0,-1,-1
0,0,-4,7,7,6,1,-2,2
0,-3,7,2,0,-5,-2,-2,-3
0,0,-21,-25,-1,-3,-1,-2,0
0,-2,-1,-24,-21,-8,-4,-1,-1
0,0,-7,8,-4,-7,-7,-1,-3
0,3,18,8,1,2,2,0,0
0,-2,-3,4,8,11,4,4,2
0,-2,-5,11,7,1,0,-1,-2
0,-5,-19,-6,4,4,3,1,-2
0,0,-2,-10,-10,-16,-9,-5,-2
0,-3,-7,1,0,4,2,0,-1
0,1,1,0,2,-1,-1,-2,1
0,2,13,0,-6,0,-3,-2,0
0,-4,-30,-6,0,1,2,1,-3
0,1,0,3,-1,-4,-2,-3,-3
0,2,6,-19,-2,2,1,0,-1
0,-1,1,5,-3,-6,-5,-4,-2
0,-1,16,7,-3,-3,-1,-3,-2
0,-1,5,1,5,2,-1,1,1
0,1,-2,2,5,7,3,1,0
0,2,20,-6,-2,-3,-2,-2,1
0,-2,-3,-2,-5,-4,-1,0,-3
0,0,0,8,0,-4,-1,-2,-1
0,-3,3,-19,-2,3,0,1,-1
0,0,-8,2,2,5,2,3,1
0,0,1,-1,-1,-4,-4,-3,0
0,-2,1,-5,-5,-7,-3,-6,-5
0,3,11,10,0,-6,0,0,1
0,-3,-13,-1,4,10,6,6,2
0,0,2,1,3,1,-1,-1,0
0,0,-4,4,0,-3,-4,-2,0
0,-2,1,-3,-9,-1,-3,-5,-2
0,-2,-3,5,2,-3,-2,1,-2
0,-2,3,-3,-1,3,-1,-2,-1
0,-1,4,13,-3,-6,1,3,1
0,-2,-6,11,13,9,1,0,1
0,3,2,1,0,-1,-3,-3,-1
0,0,17,-27,-16,0,-1,1,-1
0,-5,-20,1,2,0,0,1,-2
0,-2,-11,-3,-5,-7,0,1,0
0,0,-4,-5,-3,-2,0,1,-1
0,0,3,5,7,3,1,0,1
0,0,9,6,5,3,1,0,-1
0,1,-3,-8,-11,-10,-2,-1,1
0,-4,-10,3,2,1,0,0,-1
0,-1,2,8,7,7,0,-2,0
0,-1,-4,-21,-10,-4,-2,-3,-1
0,2,4,3,3,-2,-2,2,0
0,1,0,0,-8,-7,-1,-4,-1
0,1,-3,3,-1,3,-1,0,-1
0,1,2,1,4,8,4,2,-1
0,-3,8,-7,-7,-6,-4,-4,-1
0,0,1,7,8,6,2,1,-1
0,-2,-12,-1,0,-3,-3,-1,-1
0,0,-9,-8,-2,-2,-5,-3,0
0,-2,-13,-16,-8,-10,-4,-3,-4
0,0,5,13,5,7,2,3,2
0,1,-4,-3,3,4,4,4,1
0,-1,5,-15,0,-3,-5,-4,-3
0,-1,-3,22,3,-1,2,4,2
0,-1,3,-1,-7,-10,-7,-6,-2
0,-1,0,-5,2,2,4,2,0
0,-1,5,1,-9,-9,-9,-6,1
0,-2,3,1,3,1,2,2,-3
0,2,0,6,7,9,7,2,1
0,-2,-7,6,1,2,-1,0,-1
0,1,-1,3,6,-1,1,0,0
0,-1,1,0,-2,-1,-3,-2,-1
0,0,-5,-3,-3,-7,-5,-4,-1
0,-1,3,-2,-4,-3,-1,-3,-3
0,-1,9,2,7,8,4,0,1
0,-2,-4,0,-2,-3,-4,-3,-2
0,0,0,0,-3,-5,0,-3,-2
0,3,13,33,13,4,1,0,0
0,-1,-12,-33,-15,-8,-5,-4,1
0,-10,-26,-16,-5,5,5,1,-4
0,1,8,-4,-5,0,-2,-2,0
0,-2,5,-1,-2,-6,-3,-2,0
0,4,3,12,0,1,1,0,1
0,3,51,13,1,-1,-5,-3,-1
0,-3,-9,7,-1,-5,-1,1,-1
0,-2,-13,-17,0,7,2,1,-1
0,2,9,1,-7,2,-1,1,0
0,4,4,7,1,-5,-6,-3,0
0,-1,-6,-12,0,1,1,0,-1
0,0,8,-1,-4,-7,0,-1,-1
0,-3,-1,4,4,0,0,-1,-2
0,-1,-10,-4,-2,6,2,1,0
0,0,-7,-11,-7,-2,-3,-2,-1
0,1,-11,-2,1,1,1,0,1
0,-4,-4,7,1,-2,-1,-1,-2
0,-1,-6,11,6,3,1,1,1
0,-1,-2,-17,-10,-10,-6,-2,-2
0,-2,-15,-1,-1,0,-1,0,-1
0,1,4,8,12,11,5,2,0
0,2,-2,10,9,-5,-2,-3,0
0,1,3,6,-5,1,0,0,3
0,-1,-21,-27,-6,-3,-2,-2,-1
0,-4,11,29,-4,-11,-6,-5,-2
0,-3,-24,-18,-5,-2,-1,1,-1
0,1,6,5,9,13,5,2,-1
0,0,-16,-15,-4,-1,-3,-1,0
0,-3,-2,-8,-6,-2,1,1,-1
0,1,8,-1,-4,-4,-3,-1,0
0,-1,-1,4,8,6,-1,0,-1
0,-2,-1,-13,-10,-6,-5,-3,-3
0,1,-3,-10,-3,-2,0,-1,1
0,-1,0,9,0,1,1,0,-2
0,-4,-9,-16,-9,-7,-3,0,-4
0,1,9,15,10,5,2,0,2
0,0,0,-2,3,4,1,0,0
0,2,5,11,3,-2,-4,-4,-2
0,-5,-14,-19,-18,-7,0,1,-1
0,-4,1,-6,-8,0,-1,-2,-4
0,-4,-4,-17,-5,-3,-1,-1,-1
0,4,11,14,-1,0,-2,-3,0
0,-2,-15,-16,5,-3,-3,-2,-2
0,3,13,31,10,2,2,3,2
0,-5,-17,-24,-4,0,0,-1,-1
0,1,1,-5,-2,-2,-4,-2,1
0,2,17,12,3,-5,-3,-3,-2
0,0,3,12,5,1,4,3,1
0,3,10,17,10,8,3,3,1
0,-3,-4,-10,-2,3,0,-1,-1
0,0,1,1,-2,-1,-1,-2,0
0,-3,-6,-6,-4,-11,-9,-5,0
0,2,7,11,-10,-5,-2,-3,-1
0,-2,-4,-12,4,3,5,2,-1
0,-3,0,11,6,9,3,2,-1
0,4,13,-6,-3,-1,1,0,0
0,-5,-10,2,-3,-7,-5,-2,-3
0,-1,8,-20,-12,-5,-4,-2,0
0,1,-4,2,5,0,-1,-1,1
0,-4,-4,-8,-2,1,-1,-1,-1
0,2,2,-5,-6,-2,0,-1,1
0,1,3,16,-3,-1,3,1,-2
0,-4,-16,-4,4,1,1,1,-2
0,-5,-2,-5,-2,-1,-5,-2,-4
0,3,3,4,3,1,2,-1,0
0,-4,-13,-23,-7,-6,-8,-3,-2
0,3,7,8,-3,-4,3,1,0
0,1,-3,5,5,9,6,3,2
0,-3,4,1,2,1,2,3,-3
0,-3,-16,11,2,-4,-1,1,-1
0,-1,9,-2,-2,1,-3,-2,-1
0,0,-2,-5,-6,-9,-7,-4,-3
0,1,-1,-1,-2,2,-3,-5,2
0,-4,6,4,6,0,-1,3,-2
0,-1,-9,-8,-3,2,-1,-1,-3
0,0,6,8,1,0,-1,-1,0
0,1,3,14,-1,-3,-3,1,0
0,-3,-2,-34,-15,-4,0,-2,-1
0,3,20,18,8,7,3,2,2
0,-1,5,20,5,-3,-1,-2,-3
0,-1,-7,-18,-11,-5,-4,1,0
0,2,9,17,4,1,0,-2,1
0,3,-3,-7,0,-4,0,0,1
0,-1,-29,-4,-3,2,1,0,1
0,-2,-8,-12,2,-1,-1,-1,-1
0,-1,1,10,1,6,2,-1,0
0,-1,-2,6,-5,-8,-2,-2,-2
0,3,7,-6,0,-2,-2,-2,0
0,-3,25,4,5,1,2,1,-2
0,-2,-24,-8,1,3,-1,2,1
0,-4,-2,-1,2,5,4,2,-2
0,1,1,-4,-3,-3,1,1,1
0,2,5,-3,3,-1,-2,-4,-1
0,-4,-11,-9,-2,-2,2,2,-1
0,-2,-15,15,1,-5,-6,-4,-1
0,-1,-4,-25,-12,-1,-2,0,0
0,-3,-22,-4,-2,-3,-5,-2,0
0,1,-2,-6,-2,3,3,-2,-1
0,-2,9,-4,1,5,-2,-3,-1
0,-3,-7,4,2,3,4,2,0
0,0,-4,0,-5,-7,-1,0,0
0,7,34,8,5,-1,-3,-5,0
0,-2,-30,-15,-5,-2,-3,-1,0
0,-1,-6,6,7,4,4,0,-1
0,3,7,-9,1,7,3,3,1
0,-2,19,26,-2,-8,-5,-3,-2
0,0,-18,-5,8,2,-1,0,-1
0,-1,15,7,-6,-5,-3,-3,-1
0,-5,-11,-14,-2,-1,0,0,-1
0,-5,-23,-19,-6,-6,1,3,-3
0,2,14,5,-4,-4,-4,-2,0
0,0,-3,15,6,4,1,1,-1
0,2,9,-1,5,4,2,-1,-1
0,1,3,-1,4,5,0,0,0
0,-5,7,-8,-13,-12,-5,-4,-3
0,1,4,-10,-7,-10,-7,-7,-3
0,-2,-7,-1,2,13,4,2,-2
0,0,-14,7,3,2,3,1,1
0,0,17,2,-4,-4,-4,-4,-1
0,0,7,8,-1,-7,-4,-3,0
0,-2,-9,-19,-4,-5,-3,-1,-2
0,-5,-13,-11,-16,-2,0,-1,-3
0,1,27,16,15,11,5,2,0
0,1,-7,-18,-5,-2,-2,-1,1
0,-1,-7,15,-2,-9,-5,-2,0
0,-5,-1,1,3,1,2,-1,-2
0,3,0,0,-5,-7,-3,-2,1
0,-8,-53,-14,-6,5,4,2,-2
0,0,7,17,11,4,2,0,0
0,-1,-5,-6,-3,-5,-3,0,0
0,-1,-4,-2,0,3,2,1,0
0,-1,16,8,3,-3,-4,-1,0
0,0,-4,1,1,-1,-2,-7,-4
0,5,12,-6,-3,2,0,2,0
0,-1,1,-2,-7,-8,-5,-3,-2
0,-2,2,-1,1,1,1,-1,-1
0,-1,-4,-1,0,-3,-2,-1,-1
0,0,2,7,3,-3,-9,-3,0
0,3,-1,-5,7,14,16,8,3
0,-1,5,-4,-8,-4,-4,-2,1
0,-4,0,-5,-11,-7,-1,-2,-2
0,1,-4,-13,0,5,-3,-1,0
0,-1,-9,24,7,-3,-6,-5,-2
0,-1,4,-13,0,-3,1,-1,-3
0,-1,3,-3,-7,7,4,3,-2
0,-6,-45,-12,0,-1,3,-1,-2
0,1,8,12,-5,-8,-7,-3,-1
0,1,5,-17,-4,3,3,4,2
0,-1,-7,7,-2,-3,-1,0,-1
0,2,13,6,7,1,-5,-4,2
0,-5,-4,-25,-3,3,6,2,-4
0,-1,-5,9,2,-5,-4,0,0
0,0,8,-1,-1,-4,-7,-3,-1
0,0,8,-7,-3,1,5,4,0
0,-4,-13,-12,-4,-2,-2,0,1
0,1,8,-5,0,1,-7,-1,0
0,-1,-2,3,8,6,12,1,-1
0,1,9,11,1,-3,-3,-4,1
0,-2,0,-3,-2,-2,-3,-1,0
0,0,1,-8,-5,2,1,1,1
0,2,-2,0,-1,-1,-4,-2,2
0,-3,0,-6,-1,-5,-1,-1,-3
0,-3,-9,4,-1,5,1,0,-4
0,1,4,14,3,-5,-2,-1,0
0,-3,-30,-10,1,4,1,-1,-1
0,2,14,29,9,0,0,0,1
0,1,-2,-21,-8,-6,-5,-3,1
0,-1,-7,-1,1,1,-1,-2,-2
0,-1,-2,-18,-5,-1,1,1,0
0,3,16,-6,-3,-2,3,2,1
0,-2,-4,4,-3,0,-4,-3,-2
0,-2,-12,4,-5,-2,-1,-3,-4
0,0,12,14,7,2,-1,0,1
0,-1,-7,-4,-1,1,0,1,0
0,1,4,-1,2,-4,-2,-1,1
0,1,8,2,0,3,1,0,0
0,1,3,1,0,-1,1,1,0
0,-3,-6,-5,-8,-8,-5,-4,0
0,0,-1,9,1,1,2,1,0
0,-1,-9,-4,4,3,5,2,-1
0,-3,-3,7,2,-3,-7,-2,-2
0,-1,9,-5,-9,3,1,-2,-1
0,-1,-3,-5,-7,-10,-6,-4,-2
0,0,4,9,4,-2,-3,-2,0
0,1,16,-9,6,7,6,4,0
0,-4,-34,16,7,7,4,1,-2
0,1,4,1,-2,0,-1,0,1
0,-1,8,0,-2,-3,0,0,-1
0,-2,-8,-3,-4,-6,-8,-6,-2
0,-1,9,12,6,-2,3,0,-2
0,1,-1,-11,5,10,6,3,1
0,-1,5,3,-3,-6,-5,-4,0
0,-1,-8,4,-2,-5,-1,2,1
0,1,2,-6,-13,-3,-5,-4,-2
0,-4,-3,-15,-4,-4,-1,-1,-1
0,0,3,-1,-1,0,4,3,1
0,-2,4,0,-5,-1,-2,-2,-1
0,-1,1,5,8,6,2,0,0
0,0,-3,0,-1,-2,-1,0,0
0,0,9,7,8,4,-4,-3,0
0,-4,-18,-29,-13,-7,2,-1,-2
0,-1,2,-9,-3,-3,-1,0,0
0,-2,-11,8,4,1,-1,0,-3
0,-1,3,-8,-6,-6,-1,-1,-2
0,0,5,21,6,3,0,0,-1
0,0,-7,-24,2,5,1,0,2
0,-2,3,5,-14,-7,-5,-5,-5
0,-1,-16,10,4,-4,0,1,-2
0,0,2,1,8,2,-1,0,0
0,-2,3,1,-7,-4,-4,-2,-2
0,-2,-8,-1,3,2,2,3,0
0,-1,0,-7,2,6,3,0,2
0,2,12,4,-8,-7,-4,-1,1
0,-4,-7,7,6,-3,-5,-1,-4
0,2,3,-5,3,6,10,5,1
0,-2,1,6,-3,-2,-2,-1,-3
0,-1,2,-4,0,-2,-3,-2,-1
0,0,5,0,-4,-7,-3,-1,0
0,-1,4,9,-3,0,-3,-2,-1
0,-3,-9,-39,-10,0,1,-1,-3
0,1,-10,-9,-7,3,0,0,-1
0,-2,4,5,-2,-6,-1,-2,-1
0,0,8,6,2,-2,-5,-1,1
0,1,1,7,2,4,3,-1,-1
0,0,-1,-9,-4,-3,-2,-1,1
0,-2,-11,-17,-5,-2,-2,-4,-3
0,2,11,5,0,-2,-1,1,1
0,0,0,13,4,3,-2,-1,1
0,0,7,9,4,-3,1,0,0
0,3,5,-23,-19,-3,0,0,-1
0,3,1,0,0,1,1,1,0
0,-1,-5,2,5,0,-2,-2,-3
0,1,-1,0,-4,3,0,-1,0
0,0,3,11,8,0,0,2,0
0,-3,-16,-5,-4,-4,-3,-2,-1
0,-3,4,0,-5,0,-3,-3,1
0,-3,-4,-5,-1,0,2,0,-3
0,0,3,17,9,2,-1,-3,2
0,-2,-1,-14,-5,-3,-1,-3,-2
0,0,-2,6,-4,-7,0,-1,-2
0,1,8,16,7,0,-2,-2,-1
0,-3,-15,2,-1,0,1,1,-2
0,2,20,3,-4,0,-1,0,2
0,-3,-2,7,7,7,2,2,0
0,-3,-16,-9,-5,-5,-4,-2,-2
0,-4,-19,-1,1,-2,-3,-4,-1
0,3,33,-3,2,0,0,-2,2
0,-2,-8,-5,-3,2,2,3,0
0,-2,1,12,2,-1,-1,-1,-1
0,1,13,3,1,-2,-4,-4,-1
0,-2,-12,-10,-1,-1,-3,-1,0
0,0,0,2,-3,-6,-4,-2,0
0,-1,3,-6,0,4,1,3,0
0,1,3,-4,-3,-1,1,3,2
0,-2,-11,5,-3,-1,-2,-1,-2
0,2,8,-3,4,3,1,0,2
0,-2,-2,1,1,1,0,0,1
0,0,4,-1,-1,1,0,-1,-2
0,-3,-12,-1,-1,-5,-2,-2,-2
0,0,0,3,8,-2,0,1,-2
0,0,4,2,5,12,3,0,1
0,0,3,4,-1,1,-1,-1,-2
0,-3,-18,-11,-2,-5,-3,-1,-1
0,-1,2,-3,-8,-6,-2,-1,-1
0,-1,-3,10,8,-1,-4,-4,-2
0,-2,-20,-15,-5,-1,3,1,-2
0,-4,-1,4,6,7,2,1,-1
0,-1,-3,-6,-4,-6,-5,-4,0
0,0,4,-12,-9,-13,-5,-3,-2
0,-1,2,31,5,7,2,0,1
0,0,-5,-10,-1,-1,-1,0,-1
0,-2,-4,-2,-2,-4,0,1,-2
0,-1,3,3,-2,2,-1,-3,-3
0,2,2,-26,-5,-4,2,0,-1
0,-2,0,9,8,2,0,0,0
0,-1,3,-5,-10,0,1,0,1
0,0,-8,-5,-5,-4,-1,0,0
0,0,7,1,-2,-4,-2,0,-2
0,0,-1,19,4,2,0,-2,0
0,1,-4,-1,7,7,3,4,-1
